id,Color,SKU,Nombre,Publicado,Descripción,main-features,mode-use-outfit,mode-use-size,mode-use-style,tech-description,users-guide,Inventario,Precio normal,Precio rebajado,Categorías,Etiquetas,Imágenes,Swatches Attributes,Nombre del atributo 1,Valor(es) del atributo 1
,variation,reloj-la1001-6,LA1001-6,1,"Reloj Loix dama, completamente en acero, cristal cúpula, puede hacer pareja con el LA2001, 30 mm y movimiento japonés.

Si quieres saber dónde está la riqueza verdadera, busca en tu interior y anímate a brillar con luz propia gracias a este Loix completamente en acero y cristal cúpula que logra reflejar el brillo natural de manera iridiscente, siendo más sutil en los extremos de la esfera y más fuerte al centro de la misma.

Valora cada día y ponle un toque de belleza.
","caja-30,
caja-alloy,
3atm",Casual-Formal,Mediano,Clásico,"Movimiento 2115

Exactitud: ± 20 segundos por mes

Funciones: Horas, minutos, segundos y calendario

Batería: 395/SR927SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año ",manual-loix,,"237.490,00",,Women > essentials > classics,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew, mujeres clasicas, relojes esenciales","la1001-6-referencia, 
la1001-6-montaje, 
la1001-video, 
caja-30,
caja-alloy,
3atm",Color,Color,Plateado con tablero Gris
,variation,reloj-la1001-7,LA1001-7,1,"Reloj Loix dama, completamente en acero, cristal cúpula, puede hacer pareja con el LA2001, 30 mm y movimiento japonés.

Si quieres saber dónde está la riqueza verdadera, busca en tu interior y anímate a brillar con luz propia gracias a este Loix completamente en acero y cristal cúpula que logra reflejar el brillo natural de manera iridiscente, siendo más sutil en los extremos de la esfera y más fuerte al centro de la misma.

Valora cada día y ponle un toque de belleza.
","caja-30,
caja-alloy,
3atm",Informal-Casual,Mediano,Deportivo,,manual-loix,,"237.490,00",,Women > essentials > classics,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew, mujeres clasicas, relojes esenciales","la1001-7-referencia, 
la1001-7-montaje, 
la1001-video, 
caja-30,
caja-alloy,
3atm",Color,Color,Plateado con tablero Rojo
,variable,reloj-l2130-1,L2130-1,0,"
Reloj Loix caballero, sistema multifunción, pulso en silicona, 39 mm y movimiento japonés.

 Si quieres ser auténtico, actúa como tal. 

Lleva contigo un Loix con un  tablero  muy especial que te dará ese toque que necesitas, sistema multifunción y pulso en silicona. 

¿Quieres marcar la diferencia? Deja de lado lo común.","caja-39,
multi-function,
3atm",Informal-Casual,Mediano,Deportivo,"
Movimiento Seiko-Epson VX9J 
	
Exactitud: ± 20 segundos por mes

Funciones: Día a las 3, fecha a las 6, hora a las 9

Batería: 395/SR92SW

Resistencia al agua: 7Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"299.990,00",,Men > essentials > trend,"reloj caballero, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l2130-1-referencia, 
l2130-1-referencia-2,  
l2130-1-montaje, 
l2130-video, 
caja-39,
multi-function,
3atm",Color,Color,"Azul con Plateado, Rojo, Negro con tablero Azul, Negro con tablero Negro"
,variation,reloj-l2130-2,L2130-2,0,"
Reloj Loix caballero, sistema multifunción, pulso en silicona, 39 mm y movimiento japonés.

 Si quieres ser auténtico, actúa como tal. 

Lleva contigo un Loix con un  tablero  muy especial que te dará ese toque que necesitas, sistema multifunción y pulso en silicona. 

¿Quieres marcar la diferencia? Deja de lado lo común.","caja-39,
multi-function,
3atm",Informal-Casual,Mediano,Deportivo,"
Movimiento Seiko-Epson VX9J 
	
Exactitud: ± 20 segundos por mes

Funciones: Día a las 3, fecha a las 6, hora a las 9

Batería: 395/SR92SW

Resistencia al agua: 7Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año
",manual-loix,,"299.990,00",,Men > essentials > trend,"reloj caballero, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l2130-2-referencia, 
l2130-2-referencia-2,  
l2130-2-montaje, 
l2130-video, 
caja-39,
multi-function,
3atm",Color,Color,Rojo
,variation,reloj-l2130-3,L2130-3,0,"
Reloj Loix caballero, sistema multifunción, pulso en silicona, 39 mm y movimiento japonés.

 Si quieres ser auténtico, actúa como tal. 

Lleva contigo un Loix con un  tablero  muy especial que te dará ese toque que necesitas, sistema multifunción y pulso en silicona. 

¿Quieres marcar la diferencia? Deja de lado lo común.","caja-39,
multi-function,
3atm",Informal-Casual,Mediano,Deportivo,"
Movimiento Seiko-Epson VX9J 
	
Exactitud: ± 20 segundos por mes

Funciones: Día a las 3, fecha a las 6, hora a las 9

Batería: 395/SR92SW

Resistencia al agua: 7Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"299.990,00",,Men > essentials > trend,"reloj caballero, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l2130-3-referencia, 
l2130-3-referencia-2,  
l2130-3-montaje, 
l2130-video, 
caja-39,
multi-function,
3atm",Color,Color,Negro con tablero Azul
,variation,reloj-l2130-4,L2130-4,0,"
Reloj Loix caballero, sistema multifunción, pulso en silicona, 39 mm y movimiento japonés.

 Si quieres ser auténtico, actúa como tal. 

Lleva contigo un Loix con un  tablero  muy especial que te dará ese toque que necesitas, sistema multifunción y pulso en silicona. 

¿Quieres marcar la diferencia? Deja de lado lo común.","caja-39,
multi-function,
3atm",Casual-Formal,Grande,Fashion,"
Movimiento Seiko-Epson VX9J 
	
Exactitud: ± 20 segundos por mes

Funciones: Día a las 3, fecha a las 6, hora a las 9

Batería: 395/SR92SW

Resistencia al agua: 7Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"299.990,00",,Men > essentials > trend,"reloj caballero, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l2130-4-referencia, 
l2130-4-referencia-2,  
l2130-4-montaje, 
l2130-video, 
caja-39,
multi-function,
3atm",Color,Color,Negro con tablero Negro
,variable,reloj-l2130-5,LA1105-1,1,"Reloj Loix dama, forjado completamente en acero, tablero en nácar sintético, 33 mm y movimiento japonés.

Deslumbra con tu buen gusto junto a una pieza completamente en acero y piedras al interior del tablero en nácar sintético que lo hacen el aliado perfecto para destacar a donde quiera que vayas. 

Es hora de resaltar tu estilo.
","caja-33,
caja-acero,
3atm",Casual-Formal,Grande,Fashion,"Movimiento 2115

Exactitud: ± 20 segundos por mes

Funciones: Horas, minutos, segundos y calendario

Batería: 395/SR927SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año ",manual-loix,,"274.990,00",,Women > essentials > trend,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew, mujeres clasicas, relojes esenciales ","la1005-1-referencia, 
la1005-1-montaje, 
la1005-video, 
caja-33,
caja-acero,
3atm",Color,Color,"Plateado con tablero Azul, Plateado con tablero Blanco Tornasol, Oro Rosa"
,variation,reloj-la1105-2,LA1105-2,1,"Reloj Loix dama, forjado completamente en acero, tablero en nácar sintético, 33 mm y movimiento japonés.

Deslumbra con tu buen gusto junto a una pieza completamente en acero y piedras al interior del tablero en nácar sintético que lo hacen el aliado perfecto para destacar a donde quiera que vayas. 

Es hora de resaltar tu estilo.","caja-33,
caja-acero,
3atm",Casual-Formal,Grande,Fashion,"Movimiento 2115

Exactitud: ± 20 segundos por mes

Funciones: Horas, minutos, segundos y calendario

Batería: 395/SR927SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año ",manual-loix,,"274.990,00",,Women > essentials > trend,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew, mujeres clasicas, relojes esenciales","la1005-2-referencia, 
la1005-2-montaje, 
la1005-video, 
caja-33,
caja-acero,
3atm",Color,Color,Plateado con tablero Blanco Tornasol
,variation,reloj-la1105-3,LA1105-4,1,"Reloj Loix dama, forjado completamente en acero, tablero en nácar sintético, 33 mm y movimiento japonés.

Deslumbra con tu buen gusto junto a una pieza completamente en acero y piedras al interior del tablero en nácar sintético que lo hacen el aliado perfecto para destacar a donde quiera que vayas. 

Es hora de resaltar tu estilo.","caja-33,
caja-acero,
3atm",Formal,Pequeño,Clásico,"Movimiento 2115

Exactitud: ± 20 segundos por mes

Funciones: Horas, minutos, segundos y calendario

Batería: 395/SR927SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año ",manual-loix,,"274.990,00",,Women > essentials > trend,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew, mujeres clasicas, relojes esenciales","la1005-4-referencia, 
la1005-4-montaje, 
la1005-video, 
caja-33,
caja-acero,
3atm",Color,Color,Oro Rosa
,variable,reloj-la1107-1,LA1107-1,1,"Reloj Loix dama, completamente en acero, 16 mm y movimiento japonés.

Las rosas te envidiaran cuando te vean.

Ten en tus manos la delicadeza de una increíble pieza, forjada completamente en acero, un diseño delicado y resistente que se convierte en un accesorio único para complementar tus outfits.

 Impúlsate con la Innovación.

","caja-16,
caja-acero,
3atm",Formal,Pequeño,Clásico,"Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutos y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"274.990,00",,Women > essentials > classics,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew, mujeres clasicas, relojes esenciales","la1007-1-referencia, 
la1007-1-montaje, 
la1007-video, 
caja-16,
caja-acero,
3atm",Color,Color,"Dorado, Oro Rosa, Plateado con Dorado, Plateado con Oro Rosa"
,variation,reloj-la1107-2,LA1107-2,1,"Reloj Loix dama, completamente en acero, 16 mm y movimiento japonés.

Las rosas te envidiaran cuando te vean.

Ten en tus manos la delicadeza de una increíble pieza, forjada completamente en acero, un diseño delicado y resistente que se convierte en un accesorio único para complementar tus outfits.

 Impúlsate con la Innovación.

","caja-16,
caja-acero,
3atm",Formal,Pequeño,Clásico,"Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutos y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"274.990,00",,Women > essentials > classics,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew, mujeres clasicas, relojes esenciales","la1007-2-referencia, 
la1007-2-montaje, 
la1007-video, 
caja-16,
caja-acero,
3atm",Color,Color,Oro Rosa
,variation,reloj-la1107-3,LA1107-3,1,"Reloj Loix dama, completamente en acero, 16 mm y movimiento japonés.

Las rosas te envidiaran cuando te vean.

Ten en tus manos la delicadeza de una increíble pieza, forjada completamente en acero, un diseño delicado y resistente que se convierte en un accesorio único para complementar tus outfits.

 Impúlsate con la Innovación.

","caja-16,
caja-acero,
3atm",Formal,Pequeño,Clásico,"Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutos y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"274.990,00",,Women > essentials > classics,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew, mujeres clasicas, relojes esenciales","la1007-3-referencia, 
la1007-3-montaje, 
la1007-video, 
caja-16,
caja-acero,
3atm",Color,Color,Plateado con Dorado
,variation,reloj-la1107-4,LA1107-4,1,"Reloj Loix dama, completamente en acero, 16 mm y movimiento japonés.

Las rosas te envidiaran cuando te vean.

Ten en tus manos la delicadeza de una increíble pieza, forjada completamente en acero, un diseño delicado y resistente que se convierte en un accesorio único para complementar tus outfits.

 Impúlsate con la Innovación.

","caja-16,
caja-acero,
3atm",Casual-Formal,Grande,Fashion,"Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutos y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"274.990,00",,Women > essentials > classics,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew, mujeres clasicas, relojes esenciales","la1007-4-referencia, 
la1007-4-montaje, 
la1007-video, 
caja-16,
caja-acero,
3atm",Color,Color,Plateado con Oro Rosa
,variable,reloj-la1108-1,LA1108-1,1,"Reloj Loix dama, forjado completamente en acero, bisel en cerámica, 36 mm y movimiento japonés.

Se fuerte como un roble y delicada como una flor. Un reloj con un diseño totalmente en acero que lo hace altamente resistente a tus exigencias del día a día y un sutil detalle en cerámica alrededor del tablero que lo hace el accesorio ideal para una mujer delicada y decidida.

¡Revela tu naturaleza femenina!	
","caja-36,
caja-acero,
3atm",Casual-Formal,Grande,Fashion,"Movimiento 2025

Exactitud: ± 20 segundos por mes

Funciones: Minute 0.40 Second 0.07

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año
",manual-loix,,"262.490,00",,Women > essentials > trend,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew, mujeres clasicas, relojes esenciales","la1008-1-referencia, 
la1008-1-montaje, 
la1008-video,
caja-36,
caja-acero,
3atm",Color,Color,"Dorado Bisel Rosa, Plateado Bisel Rosa, Oro Rosa Bisel Blanco, Oro Rosa Bisel Negro, Azul Bisel Rosado"
,variation,reloj-la1108-2,LA1108-2,1,"Reloj Loix dama, forjado completamente en acero, bisel en cerámica, 36 mm y movimiento japonés.

Se fuerte como un roble y delicada como una flor. Un reloj con un diseño totalmente en acero que lo hace altamente resistente a tus exigencias del día a día y un sutil detalle en cerámica alrededor del tablero que lo hace el accesorio ideal para una mujer delicada y decidida.

¡Revela tu naturaleza femenina!	
","caja-36,
caja-acero,
3atm",Casual-Formal,Grande,Fashion,"Movimiento 2025

Exactitud: ± 20 segundos por mes

Funciones: Minute 0.40 Second 0.07

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"262.490,00",,Women > essentials > trend,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew, mujeres clasicas, relojes esenciales","la1008-2-referencia, 
la1008-2-montaje, 
la1008-video, 
caja-36,
caja-acero,
3atm",Color,Color,Plateado Bisel Rosa
,variation,reloj-la1108-3,LA1108-3,1,"Reloj Loix dama, forjado completamente en acero, bisel en cerámica, 36 mm y movimiento japonés.

Se fuerte como un roble y delicada como una flor. Un reloj con un diseño totalmente en acero que lo hace altamente resistente a tus exigencias del día a día y un sutil detalle en cerámica alrededor del tablero que lo hace el accesorio ideal para una mujer delicada y decidida.

¡Revela tu naturaleza femenina!	","caja-36,
caja-acero,
3atm",Casual-Formal,Grande,Fashion,"Movimiento 2025

Exactitud: ± 20 segundos por mes

Funciones: Minute 0.40 Second 0.07

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"262.490,00",,Women > essentials > trend,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew, mujeres clasicas, relojes esenciales","la1008-3-referencia, 
la1008-3-montaje, 
la1008-video, 
caja-36,
caja-acero,
3atm",Color,Color,Oro Rosa Bisel Blanco
,variation,reloj-la1108-4,LA1108-4,1,"Reloj Loix dama, forjado completamente en acero, bisel en cerámica, 36 mm y movimiento japonés.

Se fuerte como un roble y delicada como una flor. Un reloj con un diseño totalmente en acero que lo hace altamente resistente a tus exigencias del día a día y un sutil detalle en cerámica alrededor del tablero que lo hace el accesorio ideal para una mujer delicada y decidida.

¡Revela tu naturaleza femenina!	","caja-36,
caja-acero,
3atm",Casual-Formal,Grande,Fashion,"Movimiento 2025

Exactitud: ± 20 segundos por mes

Funciones: Minute 0.40 Second 0.07

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"262.490,00",,Women > essentials > trend,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew, mujeres clasicas, relojes esenciales","la1008-4-referencia, 
la1008-4-montaje, 
la1008-video, 
caja-36,
caja-acero,
3atm",Color,Color,Oro Rosa Bisel Negro
,variation,reloj-la1108-5,LA1108-5,1,"Reloj Loix dama, forjado completamente en acero, bisel en cerámica, 36 mm y movimiento japonés.

Se fuerte como un roble y delicada como una flor. Un reloj con un diseño totalmente en acero que lo hace altamente resistente a tus exigencias del día a día y un sutil detalle en cerámica alrededor del tablero que lo hace el accesorio ideal para una mujer delicada y decidida.

¡Revela tu naturaleza femenina!	","caja-36,
caja-acero,
3atm",Formal,Pequeño,Clásico,"Movimiento 2025

Exactitud: ± 20 segundos por mes

Funciones: Minute 0.40 Second 0.07

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"262.490,00",,Women > essentials > trend,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew, mujeres clasicas, relojes esenciales","la1008-5-referencia, 
la1008-5-montaje, 
la1008-video, 
caja-36,
caja-acero,
3atm",Color,Color,Azul Bisel Rosado
,variable,reloj-la1118-1,LA1118-1,1,"Reloj Loix dama miniatura, forjado completamente en acero, 36 mm y movimiento japonés. 

La sutileza hacer parte de tu feminidad. 

Un Loix miniatura forjado completamente en acero para una mujer glamurosa y sobria. Su elegante diseño es ideal para alguien como tú.

¡Resalta toda tu delicadeza!","caja-17,
caja-acero,
3atm",Formal,Pequeño,Clásico,"
Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutos y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año
",manual-loix,,"374.990,00",,Women > essentials > classics,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew, mujeres clasicas, relojes esenciales","
la1118-1-referencia, 
la1118-1-referencia-2, 
la1118-1-referencia-3, 
la1118-1-montaje, 
la1118-video, 
caja-17,
caja-acero,
3atm",Color,Color,"Oro Rosa con tablero Rosa, Dorado con tablero Dorado, Dorado con tablero Blanco, Oro Rosa con tablero Blanco"
,variation,reloj-la1118-2,LA1118-2,1,"Reloj Loix dama miniatura, forjado completamente en acero, 36 mm y movimiento japonés. 

La sutileza hacer parte de tu feminidad. 

Un Loix miniatura forjado completamente en acero para una mujer glamurosa y sobria. Su elegante diseño es ideal para alguien como tú.

¡Resalta toda tu delicadeza!","caja-17,
caja-acero,
3atm",Formal,Pequeño,Clásico,"
Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutos y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año
",manual-loix,,"374.990,00",,Women > essentials > classics,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew, mujeres clasicas, relojes esenciales","la1118-2-referencia 
la1118-2-referencia-2 
la1118-2-referencia-3 
la1118-2-montaje 
la1118-video 
caja-17
caja-acero
3atm",Color,Color,Dorado con tablero Dorado
,variation,reloj-la1118-3,LA1118-3,1,"Reloj Loix dama miniatura, forjado completamente en acero, 36 mm y movimiento japonés. 

La sutileza hacer parte de tu feminidad. 

Un Loix miniatura forjado completamente en acero para una mujer glamurosa y sobria. Su elegante diseño es ideal para alguien como tú.

¡Resalta toda tu delicadeza!","caja-17,
caja-acero,
3atm",Formal,Pequeño,Clásico,"
Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutos y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año
",manual-loix,,"374.990,00",,Women > essentials > classics,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew, mujeres clasicas, relojes esenciales","la1118-3-referencia, 
la1118-3-referencia-2, 
la1118-3-referencia-3, 
la1118-3-montaje, 
la1118-video, 
caja-17,
caja-acero,
3atm",Color,Color,Dorado con tablero Blanco
,variation,reloj-la1118-4,LA1118-4,1,"Reloj Loix dama miniatura, forjado completamente en acero, 36 mm y movimiento japonés. 

La sutileza hacer parte de tu feminidad. 

Un Loix miniatura forjado completamente en acero para una mujer glamurosa y sobria. Su elegante diseño es ideal para alguien como tú.

¡Resalta toda tu delicadeza!","caja-17,
caja-acero,
3atm",Formal,Pequeño,Clásico,"
Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutos y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año
",manual-loix,,"374.990,00",,Women > essentials > classics,"reloj caballero, essentials, classics, fashion, watches, luxury, joyas, jew, hombre clasicos, relojes esenciales","la1118-4-referencia, 
la1118-4-referencia-2, 
la1118-4-referencia-3, 
la1118-4-montaje, 
la1118-video, 
caja-17,
caja-acero,
3atm",Color,Color,Oro Rosa con tablero Blanco
,variable,reloj-la1119-1,LA1119-1,1,"Reloj Loix dama, completamente en acero, 12,5 x 30 mm y movimiento japonés

Visualiza la belleza de un atardecer, tomando tu bebida preferida junto a este Loix . 
Un delicado diseño completamente en acero que combina perfectamente con tu sonrisa, que le da a tu look un estilo sutil y muy femenino.

 Es hora de planear el mañana e ir tras tus sueños.","caja-12.5x30,
caja-acero,
3atm",Formal,Pequeño,Clásico,"Movimiento 5R32

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutos, segundos

Batería: SR416SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"399.990,00",,Women > essentials > classics,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew, mujeres clasicas, relojes esenciales","la1119-1-referencia, 
la1119-1-referencia-2, 
la1119-1-referencia-3, 
la1119-1-montaje, 
la1119-video, 
caja-12.5x30,
caja-acero,
3atm",Color,Color,"Dorado con tablero Blanco, Dorado con tablero Negro, Oro Rosa con tablero Negro, Oro Rosa con tablero Blanco"
,variation,reloj-la1119-2,LA1119-2,1,"Reloj Loix dama, completamente en acero, 12,5 x 30 mm y movimiento japonés

Visualiza la belleza de un atardecer, tomando tu bebida preferida junto a este Loix . 
Un delicado diseño completamente en acero que combina perfectamente con tu sonrisa, que le da a tu look un estilo sutil y muy femenino.

 Es hora de planear el mañana e ir tras tus sueños.","caja-12.5x30,
caja-acero,
3atm",Formal,Pequeño,Clásico,"Movimiento 5R32

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutos, segundos

Batería: SR416SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"399.990,00",,Women > essentials > classics,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew, mujeres clasicas, relojes esenciales","la1119-2-referencia, 
la1119-2-referencia-2, 
la1119-2-referencia-3, 
la1119-2-montaje, 
la1119-video, 
caja-12.5x30,
caja-acero,
3atm",Color,Color,Dorado con tablero Negro
,variation,reloj-la1119-3,LA1119-3,1,"Reloj Loix dama, completamente en acero, 12,5 x 30 mm y movimiento japonés

Visualiza la belleza de un atardecer, tomando tu bebida preferida junto a este Loix . 
Un delicado diseño completamente en acero que combina perfectamente con tu sonrisa, que le da a tu look un estilo sutil y muy femenino.

 Es hora de planear el mañana e ir tras tus sueños.","caja-12.5x30,
caja-acero,
3atm",Formal,Pequeño,Clásico,"Movimiento 5R32

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutos, segundos

Batería: SR416SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"399.990,00",,Women > essentials > classics,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew, mujeres clasicas, relojes esenciales","la1119-3-referencia, 
la1119-3-referencia-2, 
la1119-3-referencia-3, 
la1119-3-montaje, 
la1119-video, 
caja-12.5x30,
caja-acero,
3atm",Color,Color,Oro Rosa con tablero Negro
,variation,reloj-la1119-4,LA1119-4,1,"Reloj Loix dama, completamente en acero, 12,5 x 30 mm y movimiento japonés

Visualiza la belleza de un atardecer, tomando tu bebida preferida junto a este Loix . 
Un delicado diseño completamente en acero que combina perfectamente con tu sonrisa, que le da a tu look un estilo sutil y muy femenino.

 Es hora de planear el mañana e ir tras tus sueños.","caja-12.5x30,
caja-acero,
3atm",Casual,Grande,Fashion,"Movimiento 5R32

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutos, segundos

Batería: SR416SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"399.990,00",,Women > essentials > classics,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew, mujeres clasicas, relojes esenciales","la1119-4-referencia, 
la1119-4-referencia-2, 
la1119-4-referencia-3, 
la1119-4-montaje, 
la1119-video, 
caja-12.5x30,
caja-acero,
3atm",Color,Color,Oro Rosa con tablero Blanco
,variable,reloj-la1122-1,LA1122-1,0,"Reloj Loix Dama, completamente en acero, sistema multifunción, 44 mm  y movimiento japonés.

Ilumina tus días con el brillo de tu sonrisa y la pedrería que rodea este Loix completamente en acero, un tablero especial con indicadores únicos y sistema multifunción. 

Resplandece como una estrella.","caja-44,
multi-function,
3atm",Casual,Grande,Fashion,"Movimiento Seiko-Epson VX9J 
	
Exactitud: ± 20 segundos por mes

Funciones: Día a las 3, fecha a las 6, hora a las 9

Batería: 395/SR92SW

Resistencia al agua: 7Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"399.990,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","la1122-1-referencia, 
la1122-1-referencia-2, 
la1122-1-referencia-3, 
la1122-1-montaje, 
la1122-video, 
caja-44,
multi-function,
3atm",Color,Color,"Dorado, Dorado con Plateado, Oro Rosa, Café"
,variation,reloj-la1122-2,LA1122-2,0,"Reloj Loix Dama, completamente en acero, sistema multifunción, 44 mm  y movimiento japonés.

Ilumina tus días con el brillo de tu sonrisa y la pedrería que rodea este Loix completamente en acero, un tablero especial con indicadores únicos y sistema multifunción. 

Resplandece como una estrella.","caja-44,
multi-function,
3atm",Casual,Grande,Fashion,"Movimiento Seiko-Epson VX9J 
	
Exactitud: ± 20 segundos por mes

Funciones: Día a las 3, fecha a las 6, hora a las 9

Batería: 395/SR92SW

Resistencia al agua: 7Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"399.990,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","la1122-2-referencia, 
la1122-2-referencia-2, 
la1122-2-referencia-3, 
la1122-2-montaje, 
la1122-video, 
caja-44,
multi-function,
3atm",Color,Color,Dorado con Plateado
,variation,reloj-la1122-3,LA1122-3,0,"Reloj Loix Dama, completamente en acero, sistema multifunción, 44 mm  y movimiento japonés.

Ilumina tus días con el brillo de tu sonrisa y la pedrería que rodea este Loix completamente en acero, un tablero especial con indicadores únicos y sistema multifunción. 

Resplandece como una estrella.","caja-44,
multi-function,
3atm",Casual,Grande,Fashion,"Movimiento Seiko-Epson VX9J 
	
Exactitud: ± 20 segundos por mes

Funciones: Día a las 3, fecha a las 6, hora a las 9

Batería: 395/SR92SW

Resistencia al agua: 7Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año",manual-loix,,"399.990,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","la1122-3-referencia, 
la1122-3-referencia-2, 
la1122-3-referencia-3, 
la1122-3-montaje, 
la1122-video, 
caja-44,
multi-function,
3atm",Color,Color,Oro Rosa
